,product,measure,month,cost
10028,Уголь,1 тонна,декабрь,4 120.31
10029,Бензин автомобильной марки А-92,1 литр,декабрь,38.52
10030,Бензин автомобильной марки А-80,1 литр,декабрь,33.70
10031,Дизельное топливо,1 литр,декабрь,40.38
10032,Рис среднезерный,1 кг,январь,71.55
10033,Рис длиннозерный,1 кг,январь,74.71
10034,Мука пшеничная высшего сорта,1 кг,январь,37.46
10035,Мука пшеничная первого сорта,1 кг,январь,29.76
10036,Крупа манная,1 кг,январь,59.88
10037,Пшено,1 кг,январь,54.14
10038,Хлеб из пшеничной муки 1 сорта,1 кг,январь,41.99
10039,Лепешка,1 кг,январь,52.38
10040,Макаронные изделия,1 кг,январь,72.85
10041,"Вермишель, лапша",1 кг,январь,47.59
10042,Говядина,1 кг,январь,318.26
10043,Свинина,1 кг,январь,307.70
10044,Баранина,1 кг,январь,300.95
10045,Конина,1 кг,январь,316.24
10046,Колбаса вареная,1 кг,январь,256.19
10047,Колбаса полукопченая,1 кг,январь,306.56
10048,"Сосиски, сардельки",1 кг,январь,253.14
10049,Рыба свежая и охлажденная,1 кг,январь,219.01
10050,Рыба замороженная неразделанная,1 кг,январь,161.22
10051,Сельдь соленая,1 кг,январь,142.23
10052,"Кефир, айран",1 литр,январь,42.70
10053,Сметана,1 литр,январь,208.30
10054,Сливки,1 литр,январь,165.62
10055,Творог жирный,1 кг,январь,288.59
10056,Творог нежирный,1 кг,январь,185.79
10057,Яйца куриные,10 штук,январь,87.87
10058,Масло сливочное,1 кг,январь,308.70
10059,Хлопковое масло,1 кг,январь,104.17
10060,Подсолнечное масло,1 кг,январь,104.54
10061,Яблоки,1 кг,январь,57.29
10062,Aбрикосы,1 кг,январь,0.00
10063,"Клубника, малина",1 кг,январь,0.00
10064,Вишня,1 кг,январь,0.00
10065,Виноград свежий,1 кг,январь,0.00
10066,Aпельсины,1 кг,январь,128.39
10067,Лимоны,1 кг,январь,158.02
10068,Дыни,1 кг,январь,0.00
10069,Aрбузы,1 кг,январь,0.00
10070,Виноград сушеный,1 кг,январь,229.90
10071,Яблоки сушеные,1 кг,январь,82.38
10072,Курага,1 кг,январь,222.77
10073,Орехи грецкие,1 кг,январь,136.34
10074,Капуста свежая,1 кг,январь,18.59
10075,Лук репчатый,1 кг,январь,19.45
10076,Свекла,1 кг,январь,31.70
10077,Морковь,1 кг,январь,22.12
10078,Огурцы свежие,1 кг,январь,116.47
10079,Тыква,1 кг,январь,28.64
10080,Лук зеленый,1 кг,январь,141.43
10081,Помидоры свежие,1 кг,январь,128.38
10082,"Редиска, редька",1 кг,январь,21.96
10083,Баклажаны,1 кг,январь,0.00
10084,Горох,1 кг,январь,43.83
10085,Чеснок,1 кг,январь,113.66
10086,Томатная паста,1 кг,январь,88.85
10087,Картофель,1 кг,январь,24.57
10088,Сахар-песок,1 кг,январь,48.67
10089,Мед пчелиный натуральный,1 кг,январь,312.00
10090,Соль,1 кг,январь,17.07
10091,Майонез,1 кг,январь,114.58
10092,Дрожжи,50 гр.,январь,16.23
10093,Кофе натуральный растворимый,100 гр.,январь,191.19
10094,Чай черный байховый,100 гр.,январь,48.72
10095,Вода минеральная,"0,5 л.",январь,13.35
10096,Водка крепостью 40 градусов,"0,5 л.",январь,146.72
10097,Коньяк отечественный,"0,5 л.",январь,306.97
10098,Вино игристое отечественное,"0,7 л.",январь,166.65
10099,Сигареты с фильтром,1 пачка,январь,26.40
10100,Цемент,50 кг,январь,321.57
10101,"Электроэнергия, основной тариф",1 кВт. час,январь,0.70
10102,Природный газ,за 1 человека в месяц,январь,178.52
10103,Сжиженный газ ,1 кг,январь,54.19
10104,Уголь,1 тонна,январь,4 229.46
10105,Бензин автомобильной марки А-92,1 литр,январь,37.32
10106,Бензин автомобильной марки А-80,1 литр,январь,33.10
10107,Дизельное топливо,1 литр,январь,40.08
10108,Рис среднезерный,1 кг,февраль,71.96
10109,Рис длиннозерный,1 кг,февраль,76.76
10110,Мука пшеничная высшего сорта,1 кг,февраль,37.97
10111,Мука пшеничная первого сорта,1 кг,февраль,30.07
10112,Крупа манная,1 кг,февраль,60.08
10113,Пшено,1 кг,февраль,54.58
10114,Хлеб из пшеничной муки 1 сорта,1 кг,февраль,42.05
10115,Лепешка,1 кг,февраль,53.27
10116,Макаронные изделия,1 кг,февраль,72.73
10117,"Вермишель, лапша",1 кг,февраль,47.66
10118,Говядина,1 кг,февраль,320.84
10119,Свинина,1 кг,февраль,307.85
10120,Баранина,1 кг,февраль,308.61
10121,Конина,1 кг,февраль,314.38
10122,Колбаса вареная,1 кг,февраль,258.02
10123,Колбаса полукопченая,1 кг,февраль,305.94
10124,"Сосиски, сардельки",1 кг,февраль,251.57
10125,Рыба свежая и охлажденная,1 кг,февраль,217.15
10126,Рыба замороженная неразделанная,1 кг,февраль,165.51
10127,Сельдь соленая,1 кг,февраль,140.08
10128,"Кефир, айран",1 литр,февраль,43.58
10129,Сметана,1 литр,февраль,210.29
10130,Сливки,1 литр,февраль,171.38
10131,Творог жирный,1 кг,февраль,295.08
10132,Творог нежирный,1 кг,февраль,194.59
10133,Яйца куриные,10 штук,февраль,79.32
10134,Масло сливочное,1 кг,февраль,311.07
10135,Хлопковое масло,1 кг,февраль,103.90
10136,Подсолнечное масло,1 кг,февраль,101.43
10137,Яблоки,1 кг,февраль,56.70
10138,Aбрикосы,1 кг,февраль,0.00
10139,"Клубника, малина",1 кг,февраль,0.00
10140,Вишня,1 кг,февраль,0.00
10141,Виноград свежий,1 кг,февраль,0.00
10142,Aпельсины,1 кг,февраль,126.73
10143,Лимоны,1 кг,февраль,154.50
10144,Дыни,1 кг,февраль,0.00
10145,Aрбузы,1 кг,февраль,0.00
10146,Виноград сушеный,1 кг,февраль,235.57
10147,Яблоки сушеные,1 кг,февраль,82.91
10148,Курага,1 кг,февраль,227.46
10149,Орехи грецкие,1 кг,февраль,139.52
10150,Капуста свежая,1 кг,февраль,21.76
10151,Лук репчатый,1 кг,февраль,21.02
10152,Свекла,1 кг,февраль,31.64
10153,Морковь,1 кг,февраль,22.27
10154,Огурцы свежие,1 кг,февраль,132.07
10155,Тыква,1 кг,февраль,28.40
10156,Лук зеленый,1 кг,февраль,157.20
10157,Помидоры свежие,1 кг,февраль,145.67
10158,"Редиска, редька",1 кг,февраль,22.27
10159,Баклажаны,1 кг,февраль,0.00
10160,Горох,1 кг,февраль,43.64
10161,Чеснок,1 кг,февраль,118.48
10162,Томатная паста,1 кг,февраль,90.29
10163,Картофель,1 кг,февраль,25.12
10164,Сахар-песок,1 кг,февраль,48.69
10165,Мед пчелиный натуральный,1 кг,февраль,315.51
10166,Соль,1 кг,февраль,17.38
10167,Майонез,1 кг,февраль,116.61
10168,Дрожжи,50 гр.,февраль,16.37
10169,Кофе натуральный растворимый,100 гр.,февраль,193.84
10170,Чай черный байховый,100 гр.,февраль,50.05
10171,Вода минеральная,"0,5 л.",февраль,13.33
10172,Водка крепостью 40 градусов,"0,5 л.",февраль,148.52
10173,Коньяк отечественный,"0,5 л.",февраль,311.71
10174,Вино игристое отечественное,"0,7 л.",февраль,168.34
10175,Сигареты с фильтром,1 пачка,февраль,26.45
10176,Цемент,50 кг,февраль,319.22
10177,"Электроэнергия, основной тариф",1 кВт. час,февраль,0.70
10178,Природный газ,за 1 человека в месяц,февраль,182.47
10179,Сжиженный газ ,1 кг,февраль,53.61
10180,Уголь,1 тонна,февраль,4 216.58
10181,Бензин автомобильной марки А-92,1 литр,февраль,36.50
10182,Бензин автомобильной марки А-80,1 литр,февраль,32.79
10183,Дизельное топливо,1 литр,февраль,39.87
10184,Рис среднезерный,1 кг,март,74.07
10185,Рис длиннозерный,1 кг,март,73.35
10186,Мука пшеничная высшего сорта,1 кг,март,38.67
10187,Мука пшеничная первого сорта,1 кг,март,30.74
10188,Крупа манная,1 кг,март,60.80
10189,Пшено,1 кг,март,55.04
10190,Хлеб из пшеничной муки 1 сорта,1 кг,март,42.67
10191,Лепешка,1 кг,март,53.36
10192,Макаронные изделия,1 кг,март,74.04
10193,"Вермишель, лапша",1 кг,март,48.98
10194,Говядина,1 кг,март,320.70
10195,Свинина,1 кг,март,308.46
10196,Баранина,1 кг,март,312.61
10197,Конина,1 кг,март,317.15
10198,Колбаса вареная,1 кг,март,263.84
10199,Колбаса полукопченая,1 кг,март,311.28
10200,"Сосиски, сардельки",1 кг,март,257.55
10201,Рыба свежая и охлажденная,1 кг,март,219.18
10202,Рыба замороженная неразделанная,1 кг,март,178.90
10203,Сельдь соленая,1 кг,март,140.95
10204,"Кефир, айран",1 литр,март,43.51
10205,Сметана,1 литр,март,212.54
10206,Сливки,1 литр,март,177.98
10207,Творог жирный,1 кг,март,305.38
10208,Творог нежирный,1 кг,март,204.28
10209,Яйца куриные,10 штук,март,77.32
10210,Масло сливочное,1 кг,март,325.89
10211,Хлопковое масло,1 кг,март,103.68
10212,Подсолнечное масло,1 кг,март,100.19
10213,Яблоки,1 кг,март,58.53
10214,Aбрикосы,1 кг,март,0.00
10215,"Клубника, малина",1 кг,март,0.00
10216,Вишня,1 кг,март,0.00
10217,Виноград свежий,1 кг,март,0.00
10218,Aпельсины,1 кг,март,134.06
10219,Лимоны,1 кг,март,171.82
10220,Дыни,1 кг,март,0.00
10221,Aрбузы,1 кг,март,0.00
10222,Виноград сушеный,1 кг,март,236.16
10223,Яблоки сушеные,1 кг,март,82.82
10224,Курага,1 кг,март,226.74
10225,Орехи грецкие,1 кг,март,144.25
10226,Капуста свежая,1 кг,март,26.44
10227,Лук репчатый,1 кг,март,23.12
10228,Свекла,1 кг,март,32.18
10229,Морковь,1 кг,март,22.95
10230,Огурцы свежие,1 кг,март,162.04
10231,Тыква,1 кг,март,31.52
10232,Лук зеленый,1 кг,март,170.31
10233,Помидоры свежие,1 кг,март,162.77
10234,"Редиска, редька",1 кг,март,23.35
10235,Баклажаны,1 кг,март,0.00
10236,Горох,1 кг,март,43.94
10237,Чеснок,1 кг,март,126.07
10238,Томатная паста,1 кг,март,93.25
10239,Картофель,1 кг,март,28.12
10240,Сахар-песок,1 кг,март,55.68
10241,Мед пчелиный натуральный,1 кг,март,320.40
10242,Соль,1 кг,март,17.40
10243,Майонез,1 кг,март,119.23
10244,Дрожжи,50 гр.,март,16.82
10245,Кофе натуральный растворимый,100 гр.,март,198.99
10246,Чай черный байховый,100 гр.,март,54.38
10247,Вода минеральная,"0,5 л.",март,13.43
10248,Водка крепостью 40 градусов,"0,5 л.",март,157.28
10249,Коньяк отечественный,"0,5 л.",март,335.32
10250,Вино игристое отечественное,"0,7 л.",март,173.04
10251,Сигареты с фильтром,1 пачка,март,26.59
10252,Цемент,50 кг,март,318.55
10253,"Электроэнергия, основной тариф",1 кВт. час,март,0.70
10254,Природный газ,за 1 человека в месяц,март,194.31
10255,Сжиженный газ ,1 кг,март,53.74
10256,Уголь,1 тонна,март,4 178.89
10257,Бензин автомобильной марки А-92,1 литр,март,37.64
10258,Бензин автомобильной марки А-80,1 литр,март,34.34
10259,Дизельное топливо,1 литр,март,40.74
10260,Рис среднезерный,1 кг,апрель,74.70
10261,Рис длиннозерный,1 кг,апрель,73.79
10262,Мука пшеничная высшего сорта,1 кг,апрель,38.96
10263,Мука пшеничная первого сорта,1 кг,апрель,30.88
10264,Крупа манная,1 кг,апрель,61.37
10265,Пшено,1 кг,апрель,54.01
10266,Хлеб из пшеничной муки 1 сорта,1 кг,апрель,41.64
10267,Лепешка,1 кг,апрель,55.12
10268,Макаронные изделия,1 кг,апрель,75.56
10269,"Вермишель, лапша",1 кг,апрель,50.20
10270,Говядина,1 кг,апрель,324.67
10271,Свинина,1 кг,апрель,311.00
10272,Баранина,1 кг,апрель,315.05
10273,Конина,1 кг,апрель,317.63
10274,Колбаса вареная,1 кг,апрель,273.45
10275,Колбаса полукопченая,1 кг,апрель,310.60
10276,"Сосиски, сардельки",1 кг,апрель,259.89
10277,Рыба свежая и охлажденная,1 кг,апрель,194.29
10278,Рыба замороженная неразделанная,1 кг,апрель,178.88
10279,Сельдь соленая,1 кг,апрель,143.82
10280,"Кефир, айран",1 литр,апрель,42.74
10281,Сметана,1 литр,апрель,214.07
10282,Сливки,1 литр,апрель,177.99
10283,Творог жирный,1 кг,апрель,305.56
10284,Творог нежирный,1 кг,апрель,211.63
10285,Яйца куриные,10 штук,апрель,77.61
10286,Масло сливочное,1 кг,апрель,321.21
10287,Хлопковое масло,1 кг,апрель,103.54
10288,Подсолнечное масло,1 кг,апрель,99.00
10289,Яблоки,1 кг,апрель,61.00
10290,Aбрикосы,1 кг,апрель,0.00
10291,"Клубника, малина",1 кг,апрель,0.00
10292,Вишня,1 кг,апрель,0.00
10293,Виноград свежий,1 кг,апрель,0.00
10294,Aпельсины,1 кг,апрель,138.44
10295,Лимоны,1 кг,апрель,174.15
10296,Дыни,1 кг,апрель,0.00
10297,Aрбузы,1 кг,апрель,0.00
10298,Виноград сушеный,1 кг,апрель,238.49
10299,Яблоки сушеные,1 кг,апрель,85.21
10300,Курага,1 кг,апрель,230.28
10301,Орехи грецкие,1 кг,апрель,145.50
10302,Капуста свежая,1 кг,апрель,36.97
10303,Лук репчатый,1 кг,апрель,27.83
10304,Свекла,1 кг,апрель,32.78
10305,Морковь,1 кг,апрель,24.16
10306,Огурцы свежие,1 кг,апрель,156.38
10307,Тыква,1 кг,апрель,0.00
10308,Лук зеленый,1 кг,апрель,144.92
10309,Помидоры свежие,1 кг,апрель,156.23
10310,"Редиска, редька",1 кг,апрель,42.26
10311,Баклажаны,1 кг,апрель,0.00
10312,Горох,1 кг,апрель,43.87
10313,Чеснок,1 кг,апрель,135.31
10314,Томатная паста,1 кг,апрель,93.81
10315,Картофель,1 кг,апрель,35.62
10316,Сахар-песок,1 кг,апрель,54.93
10317,Мед пчелиный натуральный,1 кг,апрель,318.23
10318,Соль,1 кг,апрель,17.60
10319,Майонез,1 кг,апрель,119.48
10320,Дрожжи,50 гр.,апрель,16.66
10321,Кофе натуральный растворимый,100 гр.,апрель,207.25
10322,Чай черный байховый,100 гр.,апрель,55.25
10323,Вода минеральная,"0,5 л.",апрель,13.44
10324,Водка крепостью 40 градусов,"0,5 л.",апрель,156.61
10325,Коньяк отечественный,"0,5 л.",апрель,338.34
10326,Вино игристое отечественное,"0,7 л.",апрель,174.12
10327,Сигареты с фильтром,1 пачка,апрель,26.62
10328,Цемент,50 кг,апрель,316.30
10329,"Электроэнергия, основной тариф",1 кВт. час,апрель,0.70
10330,Природный газ,за 1 человека в месяц,апрель,196.10
10331,Сжиженный газ ,1 кг,апрель,53.66
10332,Уголь,1 тонна,апрель,4 147.25
10333,Бензин автомобильной марки А-92,1 литр,апрель,38.77
10334,Бензин автомобильной марки А-80,1 литр,апрель,35.67
10335,Дизельное топливо,1 литр,апрель,41.92
10336,Рис среднезерный,1 кг,май,76.19
10337,Рис длиннозерный,1 кг,май,74.51
10338,Мука пшеничная высшего сорта,1 кг,май,39.12
10339,Мука пшеничная первого сорта,1 кг,май,31.46
10340,Крупа манная,1 кг,май,61.90
10341,Пшено,1 кг,май,54.09
10342,Хлеб из пшеничной муки 1 сорта,1 кг,май,41.76
10343,Лепешка,1 кг,май,55.12
10344,Макаронные изделия,1 кг,май,75.61
10345,"Вермишель, лапша",1 кг,май,50.27
10346,Говядина,1 кг,май,330.45
10347,Свинина,1 кг,май,304.56
10348,Баранина,1 кг,май,326.65
10349,Конина,1 кг,май,330.08
10350,Колбаса вареная,1 кг,май,273.58
10351,Колбаса полукопченая,1 кг,май,310.94
10352,"Сосиски, сардельки",1 кг,май,261.44
10353,Рыба свежая и охлажденная,1 кг,май,192.02
10354,Рыба замороженная неразделанная,1 кг,май,178.85
10355,Сельдь соленая,1 кг,май,144.43
10356,"Кефир, айран",1 литр,май,42.29
10357,Сметана,1 литр,май,210.27
10358,Сливки,1 литр,май,177.83
10359,Творог жирный,1 кг,май,304.20
10360,Творог нежирный,1 кг,май,203.98
10361,Яйца куриные,10 штук,май,74.02
10362,Масло сливочное,1 кг,май,318.85
10363,Хлопковое масло,1 кг,май,103.42
10364,Подсолнечное масло,1 кг,май,97.69
10365,Яблоки,1 кг,май,66.54
10366,Aбрикосы,1 кг,май,0.00
10367,"Клубника, малина",1 кг,май,0.00
10368,Вишня,1 кг,май,0.00
10369,Виноград свежий,1 кг,май,0.00
10370,Aпельсины,1 кг,май,134.85
10371,Лимоны,1 кг,май,174.42
10372,Дыни,1 кг,май,0.00
10373,Aрбузы,1 кг,май,0.00
10374,Виноград сушеный,1 кг,май,239.67
10375,Яблоки сушеные,1 кг,май,85.67
10376,Курага,1 кг,май,231.44
10377,Орехи грецкие,1 кг,май,148.53
10378,Капуста свежая,1 кг,май,36.04
10379,Лук репчатый,1 кг,май,33.98
10380,Свекла,1 кг,май,38.83
10381,Морковь,1 кг,май,27.96
10382,Огурцы свежие,1 кг,май,74.87
10383,Тыква,1 кг,май,0.00
10384,Лук зеленый,1 кг,май,122.59
10385,Помидоры свежие,1 кг,май,132.30
10386,"Редиска, редька",1 кг,май,36.91
10387,Баклажаны,1 кг,май,0.00
10388,Горох,1 кг,май,43.75
10389,Чеснок,1 кг,май,138.59
10390,Томатная паста,1 кг,май,93.76
10391,Картофель,1 кг,май,45.02
10392,Сахар-песок,1 кг,май,53.35
10393,Мед пчелиный натуральный,1 кг,май,319.00
10394,Соль,1 кг,май,17.68
10395,Майонез,1 кг,май,119.52
10396,Дрожжи,50 гр.,май,16.73
10397,Кофе натуральный растворимый,100 гр.,май,209.16
10398,Чай черный байховый,100 гр.,май,55.19
10399,Вода минеральная,"0,5 л.",май,13.51
10400,Водка крепостью 40 градусов,"0,5 л.",май,156.95
10401,Коньяк отечественный,"0,5 л.",май,338.48
10402,Вино игристое отечественное,"0,7 л.",май,174.34
10403,Сигареты с фильтром,1 пачка,май,27.13
10404,Цемент,50 кг,май,327.41
10405,"Электроэнергия, основной тариф",1 кВт. час,май,0.70
10406,Природный газ,за 1 человека в месяц,май,193.49
10407,Сжиженный газ ,1 кг,май,53.63
10408,Уголь,1 тонна,май,4 007.52
10409,Бензин автомобильной марки А-92,1 литр,май,38.41
10410,Бензин автомобильной марки А-80,1 литр,май,35.31
10411,Дизельное топливо,1 литр,май,41.84
10412,Рис среднезерный,1 кг,июнь,77.38
10413,Рис длиннозерный,1 кг,июнь,74.61
10414,Мука пшеничная высшего сорта,1 кг,июнь,39.30
10415,Мука пшеничная первого сорта,1 кг,июнь,31.77
10416,Крупа манная,1 кг,июнь,61.17
10417,Пшено,1 кг,июнь,53.69
10418,Хлеб из пшеничной муки 1 сорта,1 кг,июнь,42.06
10419,Лепешка,1 кг,июнь,55.19
10420,Макаронные изделия,1 кг,июнь,74.96
10421,"Вермишель, лапша",1 кг,июнь,50.26
10422,Говядина,1 кг,июнь,333.08
10423,Свинина,1 кг,июнь,302.45
10424,Баранина,1 кг,июнь,338.05
10425,Конина,1 кг,июнь,341.39
10426,Колбаса вареная,1 кг,июнь,273.52
10427,Колбаса полукопченая,1 кг,июнь,311.33
10428,"Сосиски, сардельки",1 кг,июнь,260.70
10429,Рыба свежая и охлажденная,1 кг,июнь,194.78
10430,Рыба замороженная неразделанная,1 кг,июнь,180.66
10431,Сельдь соленая,1 кг,июнь,144.33
10432,"Кефир, айран",1 литр,июнь,42.34
10433,Сметана,1 литр,июнь,212.97
10434,Сливки,1 литр,июнь,178.13
10435,Творог жирный,1 кг,июнь,302.14
10436,Творог нежирный,1 кг,июнь,203.48
10437,Яйца куриные,10 штук,июнь,70.76
10438,Масло сливочное,1 кг,июнь,319.75
10439,Хлопковое масло,1 кг,июнь,103.18
10440,Подсолнечное масло,1 кг,июнь,96.18
10441,Яблоки,1 кг,июнь,74.04
10442,Aбрикосы,1 кг,июнь,100.09
10443,"Клубника, малина",1 кг,июнь,102.61
10444,Вишня,1 кг,июнь,120.89
10445,Виноград свежий,1 кг,июнь,0.00
10446,Aпельсины,1 кг,июнь,133.14
10447,Лимоны,1 кг,июнь,191.10
10448,Дыни,1 кг,июнь,0.00
10449,Aрбузы,1 кг,июнь,0.00
10450,Виноград сушеный,1 кг,июнь,245.12
10451,Яблоки сушеные,1 кг,июнь,90.14
10452,Курага,1 кг,июнь,229.41
10453,Орехи грецкие,1 кг,июнь,162.84
10454,Капуста свежая,1 кг,июнь,32.15
10455,Лук репчатый,1 кг,июнь,32.13
10456,Свекла,1 кг,июнь,50.49
10457,Морковь,1 кг,июнь,35.59
10458,Огурцы свежие,1 кг,июнь,30.18
10459,Тыква,1 кг,июнь,0.00
10460,Лук зеленый,1 кг,июнь,100.07
10461,Помидоры свежие,1 кг,июнь,99.02
10462,"Редиска, редька",1 кг,июнь,37.84
10463,Баклажаны,1 кг,июнь,0.00
10464,Горох,1 кг,июнь,43.80
10465,Чеснок,1 кг,июнь,136.96
10466,Томатная паста,1 кг,июнь,94.60
10467,Картофель,1 кг,июнь,45.74
10468,Сахар-песок,1 кг,июнь,53.55
10469,Мед пчелиный натуральный,1 кг,июнь,319.72
10470,Соль,1 кг,июнь,17.49
10471,Майонез,1 кг,июнь,119.91
10472,Дрожжи,50 гр.,июнь,16.88
10473,Кофе натуральный растворимый,100 гр.,июнь,210.23
10474,Чай черный байховый,100 гр.,июнь,55.39
10475,Вода минеральная,"0,5 л.",июнь,13.82
10476,Водка крепостью 40 градусов,"0,5 л.",июнь,157.77
10477,Коньяк отечественный,"0,5 л.",июнь,341.25
10478,Вино игристое отечественное,"0,7 л.",июнь,174.13
10479,Сигареты с фильтром,1 пачка,июнь,27.57
10480,Цемент,50 кг,июнь,375.47
10481,"Электроэнергия, основной тариф",1 кВт. час,июнь,0.70
10482,Природный газ,за 1 человека в месяц,июнь,189.45
10483,Сжиженный газ ,1 кг,июнь,53.86
10484,Уголь,1 тонна,июнь,4 118.30
10485,Бензин автомобильной марки А-92,1 литр,июнь,38.70
10486,Бензин автомобильной марки А-80,1 литр,июнь,35.57
10487,Дизельное топливо,1 литр,июнь,42.41
10488,Рис среднезерный,1 кг,июль,79.27
10489,Рис длиннозерный,1 кг,июль,76.26
10490,Мука пшеничная высшего сорта,1 кг,июль,39.76
10491,Мука пшеничная первого сорта,1 кг,июль,31.97
10492,Крупа манная,1 кг,июль,60.17
10493,Пшено,1 кг,июль,51.65
10494,Хлеб из пшеничной муки 1 сорта,1 кг,июль,42.61
10495,Лепешка,1 кг,июль,55.80
10496,Макаронные изделия,1 кг,июль,75.29
10497,"Вермишель, лапша",1 кг,июль,50.42
10498,Говядина,1 кг,июль,334.89
10499,Свинина,1 кг,июль,303.65
10500,Баранина,1 кг,июль,336.68
10501,Конина,1 кг,июль,350.57
10502,Колбаса вареная,1 кг,июль,274.26
10503,Колбаса полукопченая,1 кг,июль,313.59
10504,"Сосиски, сардельки",1 кг,июль,261.99
10505,Рыба свежая и охлажденная,1 кг,июль,183.84
10506,Рыба замороженная неразделанная,1 кг,июль,177.33
10507,Сельдь соленая,1 кг,июль,144.86
10508,"Кефир, айран",1 литр,июль,43.08
10509,Сметана,1 литр,июль,216.52
10510,Сливки,1 литр,июль,184.80
10511,Творог жирный,1 кг,июль,310.66
10512,Творог нежирный,1 кг,июль,206.43
10513,Яйца куриные,10 штук,июль,71.92
10514,Масло сливочное,1 кг,июль,321.05
10515,Хлопковое масло,1 кг,июль,103.57
10516,Подсолнечное масло,1 кг,июль,94.88
10517,Яблоки,1 кг,июль,79.65
10518,Aбрикосы,1 кг,июль,85.61
10519,"Клубника, малина",1 кг,июль,135.21
10520,Вишня,1 кг,июль,100.90
10521,Виноград свежий,1 кг,июль,133.69
10522,Aпельсины,1 кг,июль,132.19
10523,Лимоны,1 кг,июль,219.95
10524,Дыни,1 кг,июль,45.24
10525,Aрбузы,1 кг,июль,18.60
10526,Виноград сушеный,1 кг,июль,247.12
10527,Яблоки сушеные,1 кг,июль,89.48
10528,Курага,1 кг,июль,229.81
10529,Орехи грецкие,1 кг,июль,163.34
10530,Капуста свежая,1 кг,июль,24.23
10531,Лук репчатый,1 кг,июль,25.67
10532,Свекла,1 кг,июль,42.31
10533,Морковь,1 кг,июль,37.76
10534,Огурцы свежие,1 кг,июль,18.99
10535,Тыква,1 кг,июль,0.00
10536,Лук зеленый,1 кг,июль,86.89
10537,Помидоры свежие,1 кг,июль,41.93
10538,"Редиска, редька",1 кг,июль,49.55
10539,Баклажаны,1 кг,июль,35.31
10540,Горох,1 кг,июль,43.21
10541,Чеснок,1 кг,июль,127.54
10542,Томатная паста,1 кг,июль,97.05
10543,Картофель,1 кг,июль,26.72
10544,Сахар-песок,1 кг,июль,53.02
10545,Мед пчелиный натуральный,1 кг,июль,321.64
10546,Соль,1 кг,июль,17.27
10547,Майонез,1 кг,июль,120.05
10548,Дрожжи,50 гр.,июль,17.56
10549,Кофе натуральный растворимый,100 гр.,июль,215.03
10550,Чай черный байховый,100 гр.,июль,55.82
10551,Вода минеральная,"0,5 л.",июль,13.78
10552,Водка крепостью 40 градусов,"0,5 л.",июль,161.80
10553,Коньяк отечественный,"0,5 л.",июль,344.66
10554,Вино игристое отечественное,"0,7 л.",июль,174.94
10555,Сигареты с фильтром,1 пачка,июль,27.76
10556,Цемент,50 кг,июль,358.14
10557,"Электроэнергия, основной тариф",1 кВт. час,июль,0.70
10558,Природный газ,за 1 человека в месяц,июль,189.47
10559,Сжиженный газ ,1 кг,июль,53.71
10560,Уголь,1 тонна,июль,4 140.06
10561,Бензин автомобильной марки А-92,1 литр,июль,41.65
10562,Бензин автомобильной марки А-80,1 литр,июль,38.02
10563,Дизельное топливо,1 литр,июль,44.73
10564,Рис среднезерный,1 кг,август,80.15
10565,Рис длиннозерный,1 кг,август,77.83
10566,Мука пшеничная высшего сорта,1 кг,август,40.09
10567,Мука пшеничная первого сорта,1 кг,август,32.07
10568,Крупа манная,1 кг,август,59.69
10569,Пшено,1 кг,август,50.86
10570,Хлеб из пшеничной муки 1 сорта,1 кг,август,42.89
10571,Лепешка,1 кг,август,57.32
10572,Макаронные изделия,1 кг,август,75.53
10573,"Вермишель, лапша",1 кг,август,50.62
10574,Говядина,1 кг,август,340.45
10575,Свинина,1 кг,август,305.08
10576,Баранина,1 кг,август,335.02
10577,Конина,1 кг,август,348.79
10578,Колбаса вареная,1 кг,август,274.65
10579,Колбаса полукопченая,1 кг,август,316.32
10580,"Сосиски, сардельки",1 кг,август,263.16
10581,Рыба свежая и охлажденная,1 кг,август,182.49
10582,Рыба замороженная неразделанная,1 кг,август,175.77
10583,Сельдь соленая,1 кг,август,147.67
10584,"Кефир, айран",1 литр,август,43.68
10585,Сметана,1 литр,август,213.85
10586,Сливки,1 литр,август,187.66
10587,Творог жирный,1 кг,август,316.27
10588,Творог нежирный,1 кг,август,209.99
10589,Яйца куриные,10 штук,август,72.95
10590,Масло сливочное,1 кг,август,324.39
10591,Хлопковое масло,1 кг,август,103.80
10592,Подсолнечное масло,1 кг,август,95.15
10593,Яблоки,1 кг,август,83.62
10594,Aбрикосы,1 кг,август,66.78
10595,"Клубника, малина",1 кг,август,119.70
10596,Вишня,1 кг,август,85.21
10597,Виноград свежий,1 кг,август,102.20
10598,Aпельсины,1 кг,август,133.21
10599,Лимоны,1 кг,август,235.59
10600,Дыни,1 кг,август,30.74
10601,Aрбузы,1 кг,август,10.97
10602,Виноград сушеный,1 кг,август,246.11
10603,Яблоки сушеные,1 кг,август,90.68
10604,Курага,1 кг,август,228.01
10605,Орехи грецкие,1 кг,август,164.01
10606,Капуста свежая,1 кг,август,17.29
10607,Лук репчатый,1 кг,август,26.22
10608,Свекла,1 кг,август,30.78
10609,Морковь,1 кг,август,31.44
10610,Огурцы свежие,1 кг,август,20.56
10611,Тыква,1 кг,август,0.00
10612,Лук зеленый,1 кг,август,103.71
10613,Помидоры свежие,1 кг,август,24.49
