,product,measure,month,cost
16675,"Клубника, малина",1 кг,апрель,0.00
16676,Вишня,1 кг,апрель,0.00
16677,Виноград свежий,1 кг,апрель,0.00
16678,Aпельсины,1 кг,апрель,156.58
16679,Лимоны,1 кг,апрель,189.88
16680,Дыни,1 кг,апрель,0.00
16681,Aрбузы,1 кг,апрель,0.00
16682,Виноград сушеный,1 кг,апрель,285.43
16683,Яблоки сушеные,1 кг,апрель,113.85
16684,Курага,1 кг,апрель,273.92
16685,Орехи грецкие,1 кг,апрель,188.33
16686,Капуста свежая,1 кг,апрель,27.26
16687,Лук репчатый,1 кг,апрель,25.86
16688,Свекла,1 кг,апрель,42.53
16689,Морковь,1 кг,апрель,31.57
16690,Огурцы свежие,1 кг,апрель,146.76
16691,Тыква,1 кг,апрель,0.00
16692,Лук зеленый,1 кг,апрель,124.10
16693,Помидоры свежие,1 кг,апрель,144.99
16694,"Редиска, редька",1 кг,апрель,43.34
16695,Баклажаны,1 кг,апрель,0.00
16696,Горох,1 кг,апрель,52.56
16697,Чеснок,1 кг,апрель,284.82
16698,Томатная паста,1 кг,апрель,128.41
16699,Картофель,1 кг,апрель,35.92
16700,Сахар-песок,1 кг,апрель,65.99
16701,Мед пчелиный натуральный,1 кг,апрель,340.87
16702,Соль,1 кг,апрель,18.78
16703,Майонез,1 кг,апрель,139.95
16704,Дрожжи,50 гр.,апрель,22.53
16705,Кофе натуральный растворимый,100 гр.,апрель,210.27
16706,Чай черный байховый,100 гр.,апрель,79.29
16707,Вода минеральная,"0,5 л.",апрель,17.31
16708,Водка крепостью 40 градусов,"0,5 л.",апрель,214.15
16709,Коньяк отечественный,"0,5 л.",апрель,447.10
16710,Вино игристое отечественное,"0,7 л.",апрель,228.69
16711,Сигареты с фильтром,1 пачка,апрель,84.08
16712,Цемент,50 кг,апрель,306.67
16713,"Электроэнергия, основной тариф",1 кВт. час,апрель,0.77
16714,Природный газ,за 1 человека в месяц,апрель,210.60
16715,Сжиженный газ ,1 кг,апрель,55.00
16716,Уголь,1 тонна,апрель,4 519.39
16717,Бензин автомобильной марки А-92,1 литр,апрель,48.29
16718,Бензин автомобильной марки А-80,1 литр,апрель,41.49
16719,Дизельное топливо,1 литр,апрель,44.27
16720,Рис среднезерный,1 кг,май,80.0
16721,Рис длиннозерный,1 кг,май,93.27
16722,Мука пшеничная высшего сорта,1 кг,май,48.39
16723,Мука пшеничная первого сорта,1 кг,май,38.69
16724,Крупа манная,1 кг,май,62.26
16725,Пшено,1 кг,май,67.21
16726,Хлеб из пшеничной муки 1 сорта,1 кг,май,49.3
16727,Лепешка,1 кг,май,67.81
16728,Макаронные изделия,1 кг,май,98.59
16729,"Вермишель, лапша",1 кг,май,62.68
16730,Говядина,1 кг,май,453.18
16731,Свинина,1 кг,май,362.17
16732,Баранина,1 кг,май,470.48
16733,Конина,1 кг,май,384.31
16734,Колбаса вареная,1 кг,май,366.93
16735,Колбаса полукопченая,1 кг,май,402.6
16736,"Сосиски, сардельки",1 кг,май,318.88
16737,Рыба свежая и охлажденная,1 кг,май,236.24
16738,Рыба замороженная неразделанная,1 кг,май,220.48
16739,Сельдь соленая,1 кг,май,176.61
16740,"Кефир, айран",1 литр,май,50.95
16741,Сметана,1 литр,май,215.35
16742,Сливки,1 литр,май,205.77
16743,Творог жирный,1 кг,май,366.28
16744,Творог нежирный,1 кг,май,204.96
16745,Яйца куриные,10 штук,май,104.77
16746,Масло сливочное,1 кг,май,343.92
16747,Хлопковое масло,1 кг,май,169.84
16748,Подсолнечное масло,1 кг,май,177.24
16749,Яблоки,1 кг,май,90.03
16750,Aбрикосы,1 кг,май,0.0
16751,"Клубника, малина",1 кг,май,0.0
16752,Вишня,1 кг,май,0.0
16753,Виноград свежий,1 кг,май,0.0
16754,Aпельсины,1 кг,май,149.72
16755,Лимоны,1 кг,май,199.17
16756,Дыни,1 кг,май,0.0
16757,Aрбузы,1 кг,май,0.0
16758,Виноград сушеный,1 кг,май,283.24
16759,Яблоки сушеные,1 кг,май,113.26
16760,Курага,1 кг,май,274.29
16761,Орехи грецкие,1 кг,май,190.12
16762,Капуста свежая,1 кг,май,28.2
16763,Лук репчатый,1 кг,май,26.7
16764,Свекла,1 кг,май,61.59
16765,Морковь,1 кг,май,42.34
16766,Огурцы свежие,1 кг,май,82.39
16767,Тыква,1 кг,май,0.0
16768,Лук зеленый,1 кг,май,105.4
16769,Помидоры свежие,1 кг,май,108.89
16770,"Редиска, редька",1 кг,май,43.91
16771,Баклажаны,1 кг,май,0.0
16772,Горох,1 кг,май,52.95
16773,Чеснок,1 кг,май,297.83
16774,Томатная паста,1 кг,май,128.3
16775,Картофель,1 кг,май,39.64
16776,Сахар-песок,1 кг,май,65.2
16777,Мед пчелиный натуральный,1 кг,май,340.51
16778,Соль,1 кг,май,18.66
16779,Майонез,1 кг,май,142.58
16780,Дрожжи,50 гр.,май,22.91
16781,Кофе натуральный растворимый,100 гр.,май,210.44
16782,Чай черный байховый,100 гр.,май,79.59
16783,Вода минеральная,"0,5 л.",май,17.3
16784,Водка крепостью 40 градусов,"0,5 л.",май,215.1
16785,Коньяк отечественный,"0,5 л.",май,448.49
16786,Вино игристое отечественное,"0,7 л.",май,229.29
16787,Сигареты с фильтром,1 пачка,май,84.1
16788,Цемент,50 кг,май,314.12
16789,"Электроэнергия, основной тариф",1 кВт. час,май,0.77
16790,Природный газ,за 1 человека в месяц,май,204.39
16791,Сжиженный газ ,1 кг,май,54.91
16792,Уголь,1 тонна,май,4381.75
16793,Бензин автомобильной марки А-92,1 литр,май,49.22
16794,Бензин автомобильной марки А-80,1 литр,май,42.48
16795,Дизельное топливо,1 литр,май,44.87
16796,Рис среднезерный,1 кг,июнь,80.81
16797,Рис длиннозерный,1 кг,июнь,95.21
16798,Мука пшеничная высшего сорта,1 кг,июнь,48.3
16799,Мука пшеничная первого сорта,1 кг,июнь,38.49
16800,Крупа манная,1 кг,июнь,62.27
16801,Пшено,1 кг,июнь,66.56
16802,Хлеб из пшеничной муки 1 сорта,1 кг,июнь,49.1
16803,Лепешка,1 кг,июнь,67.91
16804,Макаронные изделия,1 кг,июнь,100.85
16805,"Вермишель, лапша",1 кг,июнь,62.79
16806,Говядина,1 кг,июнь,461.53
16807,Свинина,1 кг,июнь,375.19
16808,Баранина,1 кг,июнь,485.17
16809,Конина,1 кг,июнь,398.93
16810,Колбаса вареная,1 кг,июнь,379.66
16811,Колбаса полукопченая,1 кг,июнь,407.76
16812,"Сосиски, сардельки",1 кг,июнь,322.72
16813,Рыба свежая и охлажденная,1 кг,июнь,242.87
16814,Рыба замороженная неразделанная,1 кг,июнь,227.44
16815,Сельдь соленая,1 кг,июнь,173.9
16816,"Кефир, айран",1 литр,июнь,51.12
16817,Сметана,1 литр,июнь,217.29
16818,Сливки,1 литр,июнь,207.9
16819,Творог жирный,1 кг,июнь,367.01
16820,Творог нежирный,1 кг,июнь,207.51
16821,Яйца куриные,10 штук,июнь,99.26
16822,Масло сливочное,1 кг,июнь,349.13
16823,Хлопковое масло,1 кг,июнь,176.72
16824,Подсолнечное масло,1 кг,июнь,181.87
16825,Яблоки,1 кг,июнь,110.16
16826,Aбрикосы,1 кг,июнь,134.73
16827,"Клубника, малина",1 кг,июнь,180.92
16828,Вишня,1 кг,июнь,137.72
16829,Виноград свежий,1 кг,июнь,0.0
16830,Aпельсины,1 кг,июнь,143.03
16831,Лимоны,1 кг,июнь,194.89
16832,Дыни,1 кг,июнь,0.0
16833,Aрбузы,1 кг,июнь,0.0
16834,Виноград сушеный,1 кг,июнь,281.53
16835,Яблоки сушеные,1 кг,июнь,120.29
16836,Курага,1 кг,июнь,270.05
16837,Орехи грецкие,1 кг,июнь,192.27
16838,Капуста свежая,1 кг,июнь,23.59
16839,Лук репчатый,1 кг,июнь,25.95
16840,Свекла,1 кг,июнь,79.87
16841,Морковь,1 кг,июнь,79.67
16842,Огурцы свежие,1 кг,июнь,28.71
16843,Тыква,1 кг,июнь,0.0
16844,Лук зеленый,1 кг,июнь,109.13
16845,Помидоры свежие,1 кг,июнь,64.21
16846,"Редиска, редька",1 кг,июнь,50.53
16847,Баклажаны,1 кг,июнь,0.0
16848,Горох,1 кг,июнь,53.36
16849,Чеснок,1 кг,июнь,298.79
16850,Томатная паста,1 кг,июнь,130.72
16851,Картофель,1 кг,июнь,51.47
16852,Сахар-песок,1 кг,июнь,66.21
16853,Мед пчелиный натуральный,1 кг,июнь,346.89
16854,Соль,1 кг,июнь,18.29
16855,Майонез,1 кг,июнь,152.24
16856,Дрожжи,50 гр.,июнь,22.98
16857,Кофе натуральный растворимый,100 гр.,июнь,210.8
16858,Чай черный байховый,100 гр.,июнь,79.76
16859,Вода минеральная,"0,5 л.",июнь,17.43
