product,measure,year,month,cost
Кофе натуральный растворимый,100 гр.,2004,июль,62.50
Чай черный байховый,100 гр.,2004,июль,19.85
Вода минеральная,"0,5 л.",2004,июль,5.01
Водка крепостью 40 градусов,"0,5 л.",2004,июль,34.00
Коньяк отечественный,"0,5 л.",2004,июль,116.95
Вино игристое отечественное,"0,7 л.",2004,июль,91.56
Сигареты с фильтром,1 пачка,2004,июль,21.92
Цемент,50 кг,2004,июль,179.40
"Электроэнергия, основной тариф",1 кВт. час,2004,июль,0.62
Природный газ,за 1 человека в месяц,2004,июль,38.00
Сжиженный газ ,1 кг,2004,июль,18.43
Уголь,1 тонна,2004,июль,1 152.81
Бензин автомобильной марки А-92,1 литр,2004,июль,16.60
Бензин автомобильной марки А-80,1 литр,2004,июль,14.06
Дизельное топливо,1 литр,2004,июль,12.48
Рис среднезерный,1 кг,2004,август,22.54
Рис длиннозерный,1 кг,2004,август,25.47
Мука пшеничная высшего сорта,1 кг,2004,август,18.08
Мука пшеничная первого сорта,1 кг,2004,август,14.90
Крупа манная,1 кг,2004,август,20.69
Пшено,1 кг,2004,август,24.28
Хлеб из пшеничной муки 1 сорта,1 кг,2004,август,15.37
Лепешка,1 кг,2004,август,18.80
Макаронные изделия,1 кг,2004,август,21.76
"Вермишель, лапша",1 кг,2004,август,16.04
Говядина,1 кг,2004,август,97.00
Свинина,1 кг,2004,август,91.00
Баранина,1 кг,2004,август,122.55
Конина,1 кг,2004,август,95.41
Колбаса вареная,1 кг,2004,август,105.81
Колбаса полукопченая,1 кг,2004,август,122.84
"Сосиски, сардельки",1 кг,2004,август,102.06
Рыба свежая и охлажденная,1 кг,2004,август,54.71
Рыба замороженная неразделанная,1 кг,2004,август,68.33
Сельдь соленая,1 кг,2004,август,64.92
"Кефир, айран",1 литр,2004,август,17.64
Сметана,1 литр,2004,август,84.17
Сливки,1 литр,2004,август,41.25
Творог жирный,1 кг,2004,август,57.46
Творог нежирный,1 кг,2004,август,27.63
Яйца куриные,10 штук,2004,август,28.27
Масло сливочное,1 кг,2004,август,144.00
Хлопковое масло,1 кг,2004,август,50.22
Подсолнечное масло,1 кг,2004,август,54.57
Яблоки,1 кг,2004,август,13.59
Aбрикосы,1 кг,2004,август,13.31
"Клубника, малина",1 кг,2004,август,31.34
Вишня,1 кг,2004,август,35.12
Виноград свежий,1 кг,2004,август,29.91
Aпельсины,1 кг,2004,август,76.38
Лимоны,1 кг,2004,август,83.62
Дыни,1 кг,2004,август,9.83
Aрбузы,1 кг,2004,август,2.81
Виноград сушеный,1 кг,2004,август,102.66
Яблоки сушеные,1 кг,2004,август,42.03
Курага,1 кг,2004,август,127.48
Орехи грецкие,1 кг,2004,август,66.54
Капуста свежая,1 кг,2004,август,4.36
Лук репчатый,1 кг,2004,август,5.84
Свекла,1 кг,2004,август,8.75
Морковь,1 кг,2004,август,8.92
Огурцы свежие,1 кг,2004,август,6.45
Тыква,1 кг,2004,август,5.76
Лук зеленый,1 кг,2004,август,17.54
Помидоры свежие,1 кг,2004,август,6.94
"Редиска, редька",1 кг,2004,август,14.38
Баклажаны,1 кг,2004,август,6.06
Горох,1 кг,2004,август,19.83
Чеснок,1 кг,2004,август,29.50
Томатная паста,1 кг,2004,август,41.03
Картофель,1 кг,2004,август,4.27
Сахар-песок,1 кг,2004,август,24.60
Мед пчелиный натуральный,1 кг,2004,август,104.15
Соль,1 кг,2004,август,7.95
Майонез,1 кг,2004,август,77.88
Дрожжи,50 гр.,2004,август,8.40
Кофе натуральный растворимый,100 гр.,2004,август,62.48
Чай черный байховый,100 гр.,2004,август,19.86
Вода минеральная,"0,5 л.",2004,август,5.01
Водка крепостью 40 градусов,"0,5 л.",2004,август,34.00
Коньяк отечественный,"0,5 л.",2004,август,116.95
Вино игристое отечественное,"0,7 л.",2004,август,91.56
Сигареты с фильтром,1 пачка,2004,август,21.54
Цемент,50 кг,2004,август,162.11
"Электроэнергия, основной тариф",1 кВт. час,2004,август,0.62
Природный газ,за 1 человека в месяц,2004,август,38.22
Сжиженный газ ,1 кг,2004,август,18.43
Уголь,1 тонна,2004,август,1 157.63
Бензин автомобильной марки А-92,1 литр,2004,август,17.19
Бензин автомобильной марки А-80,1 литр,2004,август,14.72
Дизельное топливо,1 литр,2004,август,13.18
Рис среднезерный,1 кг,2004,сентябрь,23.00
Рис длиннозерный,1 кг,2004,сентябрь,25.58
Мука пшеничная высшего сорта,1 кг,2004,сентябрь,18.05
Мука пшеничная первого сорта,1 кг,2004,сентябрь,14.88
Крупа манная,1 кг,2004,сентябрь,20.64
Пшено,1 кг,2004,сентябрь,24.22
Хлеб из пшеничной муки 1 сорта,1 кг,2004,сентябрь,15.36
Лепешка,1 кг,2004,сентябрь,18.77
Макаронные изделия,1 кг,2004,сентябрь,21.76
"Вермишель, лапша",1 кг,2004,сентябрь,16.11
Говядина,1 кг,2004,сентябрь,97.28
Свинина,1 кг,2004,сентябрь,96.99
Баранина,1 кг,2004,сентябрь,118.34
Конина,1 кг,2004,сентябрь,95.77
Колбаса вареная,1 кг,2004,сентябрь,105.88
Колбаса полукопченая,1 кг,2004,сентябрь,123.00
"Сосиски, сардельки",1 кг,2004,сентябрь,102.13
Рыба свежая и охлажденная,1 кг,2004,сентябрь,54.46
Рыба замороженная неразделанная,1 кг,2004,сентябрь,68.33
Сельдь соленая,1 кг,2004,сентябрь,65.09
"Кефир, айран",1 литр,2004,сентябрь,17.63
Сметана,1 литр,2004,сентябрь,84.46
Сливки,1 литр,2004,сентябрь,41.80
Творог жирный,1 кг,2004,сентябрь,57.47
Творог нежирный,1 кг,2004,сентябрь,27.56
Яйца куриные,10 штук,2004,сентябрь,32.65
Масло сливочное,1 кг,2004,сентябрь,145.08
Хлопковое масло,1 кг,2004,сентябрь,49.67
Подсолнечное масло,1 кг,2004,сентябрь,54.34
Яблоки,1 кг,2004,сентябрь,11.68
Aбрикосы,1 кг,2004,сентябрь,12.22
"Клубника, малина",1 кг,2004,сентябрь,32.58
Вишня,1 кг,2004,сентябрь,31.24
Виноград свежий,1 кг,2004,сентябрь,20.53
Aпельсины,1 кг,2004,сентябрь,75.83
Лимоны,1 кг,2004,сентябрь,82.96
Дыни,1 кг,2004,сентябрь,10.31
Aрбузы,1 кг,2004,сентябрь,2.82
Виноград сушеный,1 кг,2004,сентябрь,97.25
Яблоки сушеные,1 кг,2004,сентябрь,34.66
Курага,1 кг,2004,сентябрь,130.58
Орехи грецкие,1 кг,2004,сентябрь,72.58
Капуста свежая,1 кг,2004,сентябрь,4.88
Лук репчатый,1 кг,2004,сентябрь,5.83
Свекла,1 кг,2004,сентябрь,7.85
Морковь,1 кг,2004,сентябрь,10.09
Огурцы свежие,1 кг,2004,сентябрь,11.71
Тыква,1 кг,2004,сентябрь,5.71
Лук зеленый,1 кг,2004,сентябрь,19.76
Помидоры свежие,1 кг,2004,сентябрь,3.94
"Редиска, редька",1 кг,2004,сентябрь,16.60
Баклажаны,1 кг,2004,сентябрь,6.22
Горох,1 кг,2004,сентябрь,19.37
Чеснок,1 кг,2004,сентябрь,29.37
Томатная паста,1 кг,2004,сентябрь,41.02
Картофель,1 кг,2004,сентябрь,4.11
Сахар-песок,1 кг,2004,сентябрь,24.60
Мед пчелиный натуральный,1 кг,2004,сентябрь,100.99
Соль,1 кг,2004,сентябрь,8.81
Майонез,1 кг,2004,сентябрь,77.88
Дрожжи,50 гр.,2004,сентябрь,8.40
Кофе натуральный растворимый,100 гр.,2004,сентябрь,62.48
Чай черный байховый,100 гр.,2004,сентябрь,19.88
Вода минеральная,"0,5 л.",2004,сентябрь,5.01
Водка крепостью 40 градусов,"0,5 л.",2004,сентябрь,34.18
Коньяк отечественный,"0,5 л.",2004,сентябрь,116.90
Вино игристое отечественное,"0,7 л.",2004,сентябрь,91.53
Сигареты с фильтром,1 пачка,2004,сентябрь,21.59
Цемент,50 кг,2004,сентябрь,159.52
"Электроэнергия, основной тариф",1 кВт. час,2004,сентябрь,0.62
Природный газ,за 1 человека в месяц,2004,сентябрь,38.69
Сжиженный газ ,1 кг,2004,сентябрь,18.87
Уголь,1 тонна,2004,сентябрь,1 168.82
Бензин автомобильной марки А-92,1 литр,2004,сентябрь,19.32
Бензин автомобильной марки А-80,1 литр,2004,сентябрь,17.25
Дизельное топливо,1 литр,2004,сентябрь,16.16
Рис среднезерный,1 кг,2004,октябрь,23.48
Рис длиннозерный,1 кг,2004,октябрь,25.51
Мука пшеничная высшего сорта,1 кг,2004,октябрь,18.13
Мука пшеничная первого сорта,1 кг,2004,октябрь,14.70
Крупа манная,1 кг,2004,октябрь,20.58
Пшено,1 кг,2004,октябрь,23.99
Хлеб из пшеничной муки 1 сорта,1 кг,2004,октябрь,15.36
Лепешка,1 кг,2004,октябрь,18.82
Макаронные изделия,1 кг,2004,октябрь,21.74
"Вермишель, лапша",1 кг,2004,октябрь,16.09
Говядина,1 кг,2004,октябрь,97.61
Свинина,1 кг,2004,октябрь,100.85
Баранина,1 кг,2004,октябрь,117.85
