product,measure,year,month,cost
"Кефир, айран",1 литр,2014,февраль,43.58
Сметана,1 литр,2014,февраль,210.29
Сливки,1 литр,2014,февраль,171.38
Творог жирный,1 кг,2014,февраль,295.08
Творог нежирный,1 кг,2014,февраль,194.59
Яйца куриные,10 штук,2014,февраль,79.32
Масло сливочное,1 кг,2014,февраль,311.07
Хлопковое масло,1 кг,2014,февраль,103.90
Подсолнечное масло,1 кг,2014,февраль,101.43
Яблоки,1 кг,2014,февраль,56.70
Aбрикосы,1 кг,2014,февраль,0.00
"Клубника, малина",1 кг,2014,февраль,0.00
Вишня,1 кг,2014,февраль,0.00
Виноград свежий,1 кг,2014,февраль,0.00
Aпельсины,1 кг,2014,февраль,126.73
Лимоны,1 кг,2014,февраль,154.50
Дыни,1 кг,2014,февраль,0.00
Aрбузы,1 кг,2014,февраль,0.00
Виноград сушеный,1 кг,2014,февраль,235.57
Яблоки сушеные,1 кг,2014,февраль,82.91
Курага,1 кг,2014,февраль,227.46
Орехи грецкие,1 кг,2014,февраль,139.52
Капуста свежая,1 кг,2014,февраль,21.76
Лук репчатый,1 кг,2014,февраль,21.02
Свекла,1 кг,2014,февраль,31.64
Морковь,1 кг,2014,февраль,22.27
Огурцы свежие,1 кг,2014,февраль,132.07
Тыква,1 кг,2014,февраль,28.40
Лук зеленый,1 кг,2014,февраль,157.20
Помидоры свежие,1 кг,2014,февраль,145.67
"Редиска, редька",1 кг,2014,февраль,22.27
Баклажаны,1 кг,2014,февраль,0.00
Горох,1 кг,2014,февраль,43.64
Чеснок,1 кг,2014,февраль,118.48
Томатная паста,1 кг,2014,февраль,90.29
Картофель,1 кг,2014,февраль,25.12
Сахар-песок,1 кг,2014,февраль,48.69
Мед пчелиный натуральный,1 кг,2014,февраль,315.51
Соль,1 кг,2014,февраль,17.38
Майонез,1 кг,2014,февраль,116.61
Дрожжи,50 гр.,2014,февраль,16.37
Кофе натуральный растворимый,100 гр.,2014,февраль,193.84
Чай черный байховый,100 гр.,2014,февраль,50.05
Вода минеральная,"0,5 л.",2014,февраль,13.33
Водка крепостью 40 градусов,"0,5 л.",2014,февраль,148.52
Коньяк отечественный,"0,5 л.",2014,февраль,311.71
Вино игристое отечественное,"0,7 л.",2014,февраль,168.34
Сигареты с фильтром,1 пачка,2014,февраль,26.45
Цемент,50 кг,2014,февраль,319.22
"Электроэнергия, основной тариф",1 кВт. час,2014,февраль,0.70
Природный газ,за 1 человека в месяц,2014,февраль,182.47
Сжиженный газ ,1 кг,2014,февраль,53.61
Уголь,1 тонна,2014,февраль,4 216.58
Бензин автомобильной марки А-92,1 литр,2014,февраль,36.50
Бензин автомобильной марки А-80,1 литр,2014,февраль,32.79
Дизельное топливо,1 литр,2014,февраль,39.87
Рис среднезерный,1 кг,2014,март,74.07
Рис длиннозерный,1 кг,2014,март,73.35
Мука пшеничная высшего сорта,1 кг,2014,март,38.67
Мука пшеничная первого сорта,1 кг,2014,март,30.74
Крупа манная,1 кг,2014,март,60.80
Пшено,1 кг,2014,март,55.04
Хлеб из пшеничной муки 1 сорта,1 кг,2014,март,42.67
Лепешка,1 кг,2014,март,53.36
Макаронные изделия,1 кг,2014,март,74.04
"Вермишель, лапша",1 кг,2014,март,48.98
Говядина,1 кг,2014,март,320.70
Свинина,1 кг,2014,март,308.46
Баранина,1 кг,2014,март,312.61
Конина,1 кг,2014,март,317.15
Колбаса вареная,1 кг,2014,март,263.84
Колбаса полукопченая,1 кг,2014,март,311.28
"Сосиски, сардельки",1 кг,2014,март,257.55
Рыба свежая и охлажденная,1 кг,2014,март,219.18
Рыба замороженная неразделанная,1 кг,2014,март,178.90
Сельдь соленая,1 кг,2014,март,140.95
"Кефир, айран",1 литр,2014,март,43.51
Сметана,1 литр,2014,март,212.54
Сливки,1 литр,2014,март,177.98
Творог жирный,1 кг,2014,март,305.38
Творог нежирный,1 кг,2014,март,204.28
Яйца куриные,10 штук,2014,март,77.32
Масло сливочное,1 кг,2014,март,325.89
Хлопковое масло,1 кг,2014,март,103.68
Подсолнечное масло,1 кг,2014,март,100.19
Яблоки,1 кг,2014,март,58.53
Aбрикосы,1 кг,2014,март,0.00
"Клубника, малина",1 кг,2014,март,0.00
Вишня,1 кг,2014,март,0.00
Виноград свежий,1 кг,2014,март,0.00
Aпельсины,1 кг,2014,март,134.06
Лимоны,1 кг,2014,март,171.82
Дыни,1 кг,2014,март,0.00
Aрбузы,1 кг,2014,март,0.00
Виноград сушеный,1 кг,2014,март,236.16
Яблоки сушеные,1 кг,2014,март,82.82
Курага,1 кг,2014,март,226.74
Орехи грецкие,1 кг,2014,март,144.25
Капуста свежая,1 кг,2014,март,26.44
Лук репчатый,1 кг,2014,март,23.12
Свекла,1 кг,2014,март,32.18
Морковь,1 кг,2014,март,22.95
Огурцы свежие,1 кг,2014,март,162.04
Тыква,1 кг,2014,март,31.52
Лук зеленый,1 кг,2014,март,170.31
Помидоры свежие,1 кг,2014,март,162.77
"Редиска, редька",1 кг,2014,март,23.35
Баклажаны,1 кг,2014,март,0.00
Горох,1 кг,2014,март,43.94
Чеснок,1 кг,2014,март,126.07
Томатная паста,1 кг,2014,март,93.25
Картофель,1 кг,2014,март,28.12
Сахар-песок,1 кг,2014,март,55.68
Мед пчелиный натуральный,1 кг,2014,март,320.40
Соль,1 кг,2014,март,17.40
Майонез,1 кг,2014,март,119.23
Дрожжи,50 гр.,2014,март,16.82
Кофе натуральный растворимый,100 гр.,2014,март,198.99
Чай черный байховый,100 гр.,2014,март,54.38
Вода минеральная,"0,5 л.",2014,март,13.43
Водка крепостью 40 градусов,"0,5 л.",2014,март,157.28
Коньяк отечественный,"0,5 л.",2014,март,335.32
Вино игристое отечественное,"0,7 л.",2014,март,173.04
Сигареты с фильтром,1 пачка,2014,март,26.59
Цемент,50 кг,2014,март,318.55
"Электроэнергия, основной тариф",1 кВт. час,2014,март,0.70
Природный газ,за 1 человека в месяц,2014,март,194.31
Сжиженный газ ,1 кг,2014,март,53.74
Уголь,1 тонна,2014,март,4 178.89
Бензин автомобильной марки А-92,1 литр,2014,март,37.64
Бензин автомобильной марки А-80,1 литр,2014,март,34.34
Дизельное топливо,1 литр,2014,март,40.74
Рис среднезерный,1 кг,2014,апрель,74.70
Рис длиннозерный,1 кг,2014,апрель,73.79
Мука пшеничная высшего сорта,1 кг,2014,апрель,38.96
Мука пшеничная первого сорта,1 кг,2014,апрель,30.88
Крупа манная,1 кг,2014,апрель,61.37
Пшено,1 кг,2014,апрель,54.01
Хлеб из пшеничной муки 1 сорта,1 кг,2014,апрель,41.64
Лепешка,1 кг,2014,апрель,55.12
Макаронные изделия,1 кг,2014,апрель,75.56
"Вермишель, лапша",1 кг,2014,апрель,50.20
Говядина,1 кг,2014,апрель,324.67
Свинина,1 кг,2014,апрель,311.00
Баранина,1 кг,2014,апрель,315.05
Конина,1 кг,2014,апрель,317.63
Колбаса вареная,1 кг,2014,апрель,273.45
Колбаса полукопченая,1 кг,2014,апрель,310.60
"Сосиски, сардельки",1 кг,2014,апрель,259.89
Рыба свежая и охлажденная,1 кг,2014,апрель,194.29
Рыба замороженная неразделанная,1 кг,2014,апрель,178.88
Сельдь соленая,1 кг,2014,апрель,143.82
"Кефир, айран",1 литр,2014,апрель,42.74
Сметана,1 литр,2014,апрель,214.07
Сливки,1 литр,2014,апрель,177.99
Творог жирный,1 кг,2014,апрель,305.56
Творог нежирный,1 кг,2014,апрель,211.63
Яйца куриные,10 штук,2014,апрель,77.61
Масло сливочное,1 кг,2014,апрель,321.21
Хлопковое масло,1 кг,2014,апрель,103.54
Подсолнечное масло,1 кг,2014,апрель,99.00
Яблоки,1 кг,2014,апрель,61.00
Aбрикосы,1 кг,2014,апрель,0.00
"Клубника, малина",1 кг,2014,апрель,0.00
Вишня,1 кг,2014,апрель,0.00
Виноград свежий,1 кг,2014,апрель,0.00
Aпельсины,1 кг,2014,апрель,138.44
Лимоны,1 кг,2014,апрель,174.15
Дыни,1 кг,2014,апрель,0.00
Aрбузы,1 кг,2014,апрель,0.00
Виноград сушеный,1 кг,2014,апрель,238.49
Яблоки сушеные,1 кг,2014,апрель,85.21
Курага,1 кг,2014,апрель,230.28
Орехи грецкие,1 кг,2014,апрель,145.50
Капуста свежая,1 кг,2014,апрель,36.97
Лук репчатый,1 кг,2014,апрель,27.83
Свекла,1 кг,2014,апрель,32.78
Морковь,1 кг,2014,апрель,24.16
Огурцы свежие,1 кг,2014,апрель,156.38
Тыква,1 кг,2014,апрель,0.00
Лук зеленый,1 кг,2014,апрель,144.92
Помидоры свежие,1 кг,2014,апрель,156.23
"Редиска, редька",1 кг,2014,апрель,42.26
Баклажаны,1 кг,2014,апрель,0.00
Горох,1 кг,2014,апрель,43.87
Чеснок,1 кг,2014,апрель,135.31
Томатная паста,1 кг,2014,апрель,93.81
Картофель,1 кг,2014,апрель,35.62
Сахар-песок,1 кг,2014,апрель,54.93
Мед пчелиный натуральный,1 кг,2014,апрель,318.23
Соль,1 кг,2014,апрель,17.60
Майонез,1 кг,2014,апрель,119.48
Дрожжи,50 гр.,2014,апрель,16.66
Кофе натуральный растворимый,100 гр.,2014,апрель,207.25
Чай черный байховый,100 гр.,2014,апрель,55.25
Вода минеральная,"0,5 л.",2014,апрель,13.44
Водка крепостью 40 градусов,"0,5 л.",2014,апрель,156.61
Коньяк отечественный,"0,5 л.",2014,апрель,338.34
Вино игристое отечественное,"0,7 л.",2014,апрель,174.12
Сигареты с фильтром,1 пачка,2014,апрель,26.62
Цемент,50 кг,2014,апрель,316.30
"Электроэнергия, основной тариф",1 кВт. час,2014,апрель,0.70
Природный газ,за 1 человека в месяц,2014,апрель,196.10
Сжиженный газ ,1 кг,2014,апрель,53.66
Уголь,1 тонна,2014,апрель,4 147.25
Бензин автомобильной марки А-92,1 литр,2014,апрель,38.77
Бензин автомобильной марки А-80,1 литр,2014,апрель,35.67
Дизельное топливо,1 литр,2014,апрель,41.92
Рис среднезерный,1 кг,2014,май,76.19
Рис длиннозерный,1 кг,2014,май,74.51
Мука пшеничная высшего сорта,1 кг,2014,май,39.12
Мука пшеничная первого сорта,1 кг,2014,май,31.46
Крупа манная,1 кг,2014,май,61.90
Пшено,1 кг,2014,май,54.09
Хлеб из пшеничной муки 1 сорта,1 кг,2014,май,41.76
Лепешка,1 кг,2014,май,55.12
Макаронные изделия,1 кг,2014,май,75.61
"Вермишель, лапша",1 кг,2014,май,50.27
Говядина,1 кг,2014,май,330.45
Свинина,1 кг,2014,май,304.56
Баранина,1 кг,2014,май,326.65
Конина,1 кг,2014,май,330.08
Колбаса вареная,1 кг,2014,май,273.58
Колбаса полукопченая,1 кг,2014,май,310.94
"Сосиски, сардельки",1 кг,2014,май,261.44
Рыба свежая и охлажденная,1 кг,2014,май,192.02
Рыба замороженная неразделанная,1 кг,2014,май,178.85
Сельдь соленая,1 кг,2014,май,144.43
"Кефир, айран",1 литр,2014,май,42.29
Сметана,1 литр,2014,май,210.27
Сливки,1 литр,2014,май,177.83
Творог жирный,1 кг,2014,май,304.20
Творог нежирный,1 кг,2014,май,203.98
Яйца куриные,10 штук,2014,май,74.02
Масло сливочное,1 кг,2014,май,318.85
Хлопковое масло,1 кг,2014,май,103.42
Подсолнечное масло,1 кг,2014,май,97.69
Яблоки,1 кг,2014,май,66.54
Aбрикосы,1 кг,2014,май,0.00
"Клубника, малина",1 кг,2014,май,0.00
Вишня,1 кг,2014,май,0.00
Виноград свежий,1 кг,2014,май,0.00
Aпельсины,1 кг,2014,май,134.85
Лимоны,1 кг,2014,май,174.42
Дыни,1 кг,2014,май,0.00
Aрбузы,1 кг,2014,май,0.00
Виноград сушеный,1 кг,2014,май,239.67
Яблоки сушеные,1 кг,2014,май,85.67
Курага,1 кг,2014,май,231.44
Орехи грецкие,1 кг,2014,май,148.53
Капуста свежая,1 кг,2014,май,36.04
Лук репчатый,1 кг,2014,май,33.98
Свекла,1 кг,2014,май,38.83
Морковь,1 кг,2014,май,27.96
Огурцы свежие,1 кг,2014,май,74.87
Тыква,1 кг,2014,май,0.00
Лук зеленый,1 кг,2014,май,122.59
Помидоры свежие,1 кг,2014,май,132.30
"Редиска, редька",1 кг,2014,май,36.91
Баклажаны,1 кг,2014,май,0.00
Горох,1 кг,2014,май,43.75
Чеснок,1 кг,2014,май,138.59
Томатная паста,1 кг,2014,май,93.76
Картофель,1 кг,2014,май,45.02
Сахар-песок,1 кг,2014,май,53.35
Мед пчелиный натуральный,1 кг,2014,май,319.00
Соль,1 кг,2014,май,17.68
Майонез,1 кг,2014,май,119.52
Дрожжи,50 гр.,2014,май,16.73
Кофе натуральный растворимый,100 гр.,2014,май,209.16
Чай черный байховый,100 гр.,2014,май,55.19
Вода минеральная,"0,5 л.",2014,май,13.51
Водка крепостью 40 градусов,"0,5 л.",2014,май,156.95
Коньяк отечественный,"0,5 л.",2014,май,338.48
Вино игристое отечественное,"0,7 л.",2014,май,174.34
Сигареты с фильтром,1 пачка,2014,май,27.13
Цемент,50 кг,2014,май,327.41
"Электроэнергия, основной тариф",1 кВт. час,2014,май,0.70
Природный газ,за 1 человека в месяц,2014,май,193.49
Сжиженный газ ,1 кг,2014,май,53.63
Уголь,1 тонна,2014,май,4 007.52
Бензин автомобильной марки А-92,1 литр,2014,май,38.41
Бензин автомобильной марки А-80,1 литр,2014,май,35.31
Дизельное топливо,1 литр,2014,май,41.84
Рис среднезерный,1 кг,2014,июнь,77.38
Рис длиннозерный,1 кг,2014,июнь,74.61
Мука пшеничная высшего сорта,1 кг,2014,июнь,39.30
Мука пшеничная первого сорта,1 кг,2014,июнь,31.77
Крупа манная,1 кг,2014,июнь,61.17
Пшено,1 кг,2014,июнь,53.69
Хлеб из пшеничной муки 1 сорта,1 кг,2014,июнь,42.06
Лепешка,1 кг,2014,июнь,55.19
Макаронные изделия,1 кг,2014,июнь,74.96
"Вермишель, лапша",1 кг,2014,июнь,50.26
Говядина,1 кг,2014,июнь,333.08
Свинина,1 кг,2014,июнь,302.45
Баранина,1 кг,2014,июнь,338.05
Конина,1 кг,2014,июнь,341.39
Колбаса вареная,1 кг,2014,июнь,273.52
Колбаса полукопченая,1 кг,2014,июнь,311.33
"Сосиски, сардельки",1 кг,2014,июнь,260.70
Рыба свежая и охлажденная,1 кг,2014,июнь,194.78
Рыба замороженная неразделанная,1 кг,2014,июнь,180.66
Сельдь соленая,1 кг,2014,июнь,144.33
"Кефир, айран",1 литр,2014,июнь,42.34
Сметана,1 литр,2014,июнь,212.97
Сливки,1 литр,2014,июнь,178.13
Творог жирный,1 кг,2014,июнь,302.14
Творог нежирный,1 кг,2014,июнь,203.48
Яйца куриные,10 штук,2014,июнь,70.76
Масло сливочное,1 кг,2014,июнь,319.75
Хлопковое масло,1 кг,2014,июнь,103.18
Подсолнечное масло,1 кг,2014,июнь,96.18
Яблоки,1 кг,2014,июнь,74.04
Aбрикосы,1 кг,2014,июнь,100.09
"Клубника, малина",1 кг,2014,июнь,102.61
Вишня,1 кг,2014,июнь,120.89
Виноград свежий,1 кг,2014,июнь,0.00
Aпельсины,1 кг,2014,июнь,133.14
Лимоны,1 кг,2014,июнь,191.10
Дыни,1 кг,2014,июнь,0.00
Aрбузы,1 кг,2014,июнь,0.00
Виноград сушеный,1 кг,2014,июнь,245.12
Яблоки сушеные,1 кг,2014,июнь,90.14
Курага,1 кг,2014,июнь,229.41
Орехи грецкие,1 кг,2014,июнь,162.84
Капуста свежая,1 кг,2014,июнь,32.15
Лук репчатый,1 кг,2014,июнь,32.13
Свекла,1 кг,2014,июнь,50.49
Морковь,1 кг,2014,июнь,35.59
Огурцы свежие,1 кг,2014,июнь,30.18
Тыква,1 кг,2014,июнь,0.00
Лук зеленый,1 кг,2014,июнь,100.07
Помидоры свежие,1 кг,2014,июнь,99.02
"Редиска, редька",1 кг,2014,июнь,37.84
Баклажаны,1 кг,2014,июнь,0.00
Горох,1 кг,2014,июнь,43.80
Чеснок,1 кг,2014,июнь,136.96
Томатная паста,1 кг,2014,июнь,94.60
Картофель,1 кг,2014,июнь,45.74
Сахар-песок,1 кг,2014,июнь,53.55
Мед пчелиный натуральный,1 кг,2014,июнь,319.72
Соль,1 кг,2014,июнь,17.49
Майонез,1 кг,2014,июнь,119.91
Дрожжи,50 гр.,2014,июнь,16.88
Кофе натуральный растворимый,100 гр.,2014,июнь,210.23
Чай черный байховый,100 гр.,2014,июнь,55.39
Вода минеральная,"0,5 л.",2014,июнь,13.82
Водка крепостью 40 градусов,"0,5 л.",2014,июнь,157.77
Коньяк отечественный,"0,5 л.",2014,июнь,341.25
Вино игристое отечественное,"0,7 л.",2014,июнь,174.13
Сигареты с фильтром,1 пачка,2014,июнь,27.57
Цемент,50 кг,2014,июнь,375.47
"Электроэнергия, основной тариф",1 кВт. час,2014,июнь,0.70
Природный газ,за 1 человека в месяц,2014,июнь,189.45
Сжиженный газ ,1 кг,2014,июнь,53.86
Уголь,1 тонна,2014,июнь,4 118.30
Бензин автомобильной марки А-92,1 литр,2014,июнь,38.70
Бензин автомобильной марки А-80,1 литр,2014,июнь,35.57
Дизельное топливо,1 литр,2014,июнь,42.41
Рис среднезерный,1 кг,2014,июль,79.27
Рис длиннозерный,1 кг,2014,июль,76.26
Мука пшеничная высшего сорта,1 кг,2014,июль,39.76
Мука пшеничная первого сорта,1 кг,2014,июль,31.97
Крупа манная,1 кг,2014,июль,60.17
Пшено,1 кг,2014,июль,51.65
Хлеб из пшеничной муки 1 сорта,1 кг,2014,июль,42.61
Лепешка,1 кг,2014,июль,55.80
Макаронные изделия,1 кг,2014,июль,75.29
"Вермишель, лапша",1 кг,2014,июль,50.42
Говядина,1 кг,2014,июль,334.89
Свинина,1 кг,2014,июль,303.65
Баранина,1 кг,2014,июль,336.68
Конина,1 кг,2014,июль,350.57
Колбаса вареная,1 кг,2014,июль,274.26
Колбаса полукопченая,1 кг,2014,июль,313.59
"Сосиски, сардельки",1 кг,2014,июль,261.99
Рыба свежая и охлажденная,1 кг,2014,июль,183.84
Рыба замороженная неразделанная,1 кг,2014,июль,177.33
Сельдь соленая,1 кг,2014,июль,144.86
"Кефир, айран",1 литр,2014,июль,43.08
Сметана,1 литр,2014,июль,216.52
Сливки,1 литр,2014,июль,184.80
Творог жирный,1 кг,2014,июль,310.66
Творог нежирный,1 кг,2014,июль,206.43
Яйца куриные,10 штук,2014,июль,71.92
Масло сливочное,1 кг,2014,июль,321.05
Хлопковое масло,1 кг,2014,июль,103.57
Подсолнечное масло,1 кг,2014,июль,94.88
Яблоки,1 кг,2014,июль,79.65
Aбрикосы,1 кг,2014,июль,85.61
"Клубника, малина",1 кг,2014,июль,135.21
Вишня,1 кг,2014,июль,100.90
Виноград свежий,1 кг,2014,июль,133.69
Aпельсины,1 кг,2014,июль,132.19
Лимоны,1 кг,2014,июль,219.95
Дыни,1 кг,2014,июль,45.24
Aрбузы,1 кг,2014,июль,18.60
Виноград сушеный,1 кг,2014,июль,247.12
Яблоки сушеные,1 кг,2014,июль,89.48
Курага,1 кг,2014,июль,229.81
Орехи грецкие,1 кг,2014,июль,163.34
Капуста свежая,1 кг,2014,июль,24.23
Лук репчатый,1 кг,2014,июль,25.67
Свекла,1 кг,2014,июль,42.31
Морковь,1 кг,2014,июль,37.76
Огурцы свежие,1 кг,2014,июль,18.99
Тыква,1 кг,2014,июль,0.00
Лук зеленый,1 кг,2014,июль,86.89
Помидоры свежие,1 кг,2014,июль,41.93
"Редиска, редька",1 кг,2014,июль,49.55
Баклажаны,1 кг,2014,июль,35.31
Горох,1 кг,2014,июль,43.21
Чеснок,1 кг,2014,июль,127.54
Томатная паста,1 кг,2014,июль,97.05
Картофель,1 кг,2014,июль,26.72
Сахар-песок,1 кг,2014,июль,53.02
Мед пчелиный натуральный,1 кг,2014,июль,321.64
Соль,1 кг,2014,июль,17.27
Майонез,1 кг,2014,июль,120.05
Дрожжи,50 гр.,2014,июль,17.56
Кофе натуральный растворимый,100 гр.,2014,июль,215.03
Чай черный байховый,100 гр.,2014,июль,55.82
Вода минеральная,"0,5 л.",2014,июль,13.78
Водка крепостью 40 градусов,"0,5 л.",2014,июль,161.80
Коньяк отечественный,"0,5 л.",2014,июль,344.66
Вино игристое отечественное,"0,7 л.",2014,июль,174.94
Сигареты с фильтром,1 пачка,2014,июль,27.76
Цемент,50 кг,2014,июль,358.14
"Электроэнергия, основной тариф",1 кВт. час,2014,июль,0.70
Природный газ,за 1 человека в месяц,2014,июль,189.47
Сжиженный газ ,1 кг,2014,июль,53.71
Уголь,1 тонна,2014,июль,4 140.06
Бензин автомобильной марки А-92,1 литр,2014,июль,41.65
Бензин автомобильной марки А-80,1 литр,2014,июль,38.02
Дизельное топливо,1 литр,2014,июль,44.73
Рис среднезерный,1 кг,2014,август,80.15
Рис длиннозерный,1 кг,2014,август,77.83
Мука пшеничная высшего сорта,1 кг,2014,август,40.09
Мука пшеничная первого сорта,1 кг,2014,август,32.07
Крупа манная,1 кг,2014,август,59.69
Пшено,1 кг,2014,август,50.86
Хлеб из пшеничной муки 1 сорта,1 кг,2014,август,42.89
Лепешка,1 кг,2014,август,57.32
Макаронные изделия,1 кг,2014,август,75.53
"Вермишель, лапша",1 кг,2014,август,50.62
Говядина,1 кг,2014,август,340.45
Свинина,1 кг,2014,август,305.08
Баранина,1 кг,2014,август,335.02
Конина,1 кг,2014,август,348.79
Колбаса вареная,1 кг,2014,август,274.65
Колбаса полукопченая,1 кг,2014,август,316.32
"Сосиски, сардельки",1 кг,2014,август,263.16
Рыба свежая и охлажденная,1 кг,2014,август,182.49
Рыба замороженная неразделанная,1 кг,2014,август,175.77
Сельдь соленая,1 кг,2014,август,147.67
"Кефир, айран",1 литр,2014,август,43.68
Сметана,1 литр,2014,август,213.85
Сливки,1 литр,2014,август,187.66
Творог жирный,1 кг,2014,август,316.27
Творог нежирный,1 кг,2014,август,209.99
Яйца куриные,10 штук,2014,август,72.95
Масло сливочное,1 кг,2014,август,324.39
Хлопковое масло,1 кг,2014,август,103.80
Подсолнечное масло,1 кг,2014,август,95.15
Яблоки,1 кг,2014,август,83.62
Aбрикосы,1 кг,2014,август,66.78
"Клубника, малина",1 кг,2014,август,119.70
Вишня,1 кг,2014,август,85.21
Виноград свежий,1 кг,2014,август,102.20
Aпельсины,1 кг,2014,август,133.21
Лимоны,1 кг,2014,август,235.59
Дыни,1 кг,2014,август,30.74
Aрбузы,1 кг,2014,август,10.97
Виноград сушеный,1 кг,2014,август,246.11
Яблоки сушеные,1 кг,2014,август,90.68
Курага,1 кг,2014,август,228.01
Орехи грецкие,1 кг,2014,август,164.01
Капуста свежая,1 кг,2014,август,17.29
Лук репчатый,1 кг,2014,август,26.22
Свекла,1 кг,2014,август,30.78
Морковь,1 кг,2014,август,31.44
Огурцы свежие,1 кг,2014,август,20.56
Тыква,1 кг,2014,август,0.00
Лук зеленый,1 кг,2014,август,103.71
Помидоры свежие,1 кг,2014,август,24.49
"Редиска, редька",1 кг,2014,август,53.46
Баклажаны,1 кг,2014,август,21.79
Горох,1 кг,2014,август,42.40
Чеснок,1 кг,2014,август,109.73
Томатная паста,1 кг,2014,август,98.05
Картофель,1 кг,2014,август,21.93
Сахар-песок,1 кг,2014,август,52.85
Мед пчелиный натуральный,1 кг,2014,август,321.47
Соль,1 кг,2014,август,17.52
Майонез,1 кг,2014,август,120.19
Дрожжи,50 гр.,2014,август,17.89
Кофе натуральный растворимый,100 гр.,2014,август,217.79
Чай черный байховый,100 гр.,2014,август,56.74
Вода минеральная,"0,5 л.",2014,август,13.79
Водка крепостью 40 градусов,"0,5 л.",2014,август,163.49
Коньяк отечественный,"0,5 л.",2014,август,345.23
Вино игристое отечественное,"0,7 л.",2014,август,176.06
Сигареты с фильтром,1 пачка,2014,август,28.06
Цемент,50 кг,2014,август,363.26
"Электроэнергия, основной тариф",1 кВт. час,2014,август,0.70
Природный газ,за 1 человека в месяц,2014,август,188.40
Сжиженный газ ,1 кг,2014,август,53.75
Уголь,1 тонна,2014,август,4 072.72
Бензин автомобильной марки А-92,1 литр,2014,август,44.40
Бензин автомобильной марки А-80,1 литр,2014,август,38.82
Дизельное топливо,1 литр,2014,август,45.27
Рис среднезерный,1 кг,2014,сентябрь,79.78
Рис длиннозерный,1 кг,2014,сентябрь,78.97
Мука пшеничная высшего сорта,1 кг,2014,сентябрь,40.13
Мука пшеничная первого сорта,1 кг,2014,сентябрь,32.30
Крупа манная,1 кг,2014,сентябрь,60.70
Пшено,1 кг,2014,сентябрь,51.07
Хлеб из пшеничной муки 1 сорта,1 кг,2014,сентябрь,42.92
Лепешка,1 кг,2014,сентябрь,57.42
Макаронные изделия,1 кг,2014,сентябрь,75.57
"Вермишель, лапша",1 кг,2014,сентябрь,50.81
Говядина,1 кг,2014,сентябрь,344.50
Свинина,1 кг,2014,сентябрь,306.84
Баранина,1 кг,2014,сентябрь,333.40
Конина,1 кг,2014,сентябрь,343.88
Колбаса вареная,1 кг,2014,сентябрь,276.01
Колбаса полукопченая,1 кг,2014,сентябрь,317.71
"Сосиски, сардельки",1 кг,2014,сентябрь,262.99
Рыба свежая и охлажденная,1 кг,2014,сентябрь,183.19
Рыба замороженная неразделанная,1 кг,2014,сентябрь,176.76
Сельдь соленая,1 кг,2014,сентябрь,148.22
"Кефир, айран",1 литр,2014,сентябрь,44.26
Сметана,1 литр,2014,сентябрь,218.20
Сливки,1 литр,2014,сентябрь,190.84
Творог жирный,1 кг,2014,сентябрь,318.86
Творог нежирный,1 кг,2014,сентябрь,214.70
Яйца куриные,10 штук,2014,сентябрь,74.00
Масло сливочное,1 кг,2014,сентябрь,328.44
Хлопковое масло,1 кг,2014,сентябрь,103.86
Подсолнечное масло,1 кг,2014,сентябрь,95.79
Яблоки,1 кг,2014,сентябрь,84.00
Aбрикосы,1 кг,2014,сентябрь,53.19
"Клубника, малина",1 кг,2014,сентябрь,147.67
Вишня,1 кг,2014,сентябрь,0.00
Виноград свежий,1 кг,2014,сентябрь,97.32
Aпельсины,1 кг,2014,сентябрь,138.87
Лимоны,1 кг,2014,сентябрь,308.35
Дыни,1 кг,2014,сентябрь,32.56
Aрбузы,1 кг,2014,сентябрь,9.78
Виноград сушеный,1 кг,2014,сентябрь,246.49
Яблоки сушеные,1 кг,2014,сентябрь,89.66
Курага,1 кг,2014,сентябрь,226.75
Орехи грецкие,1 кг,2014,сентябрь,161.92
Капуста свежая,1 кг,2014,сентябрь,17.09
Лук репчатый,1 кг,2014,сентябрь,23.92
Свекла,1 кг,2014,сентябрь,32.10
Морковь,1 кг,2014,сентябрь,27.13
Огурцы свежие,1 кг,2014,сентябрь,31.68
Тыква,1 кг,2014,сентябрь,0.00
Лук зеленый,1 кг,2014,сентябрь,120.92
Помидоры свежие,1 кг,2014,сентябрь,22.43
"Редиска, редька",1 кг,2014,сентябрь,55.24
Баклажаны,1 кг,2014,сентябрь,25.30
Горох,1 кг,2014,сентябрь,42.75
Чеснок,1 кг,2014,сентябрь,114.45
Томатная паста,1 кг,2014,сентябрь,99.14
Картофель,1 кг,2014,сентябрь,21.71
Сахар-песок,1 кг,2014,сентябрь,52.69
Мед пчелиный натуральный,1 кг,2014,сентябрь,322.80
Соль,1 кг,2014,сентябрь,17.44
Майонез,1 кг,2014,сентябрь,122.70
Дрожжи,50 гр.,2014,сентябрь,18.17
Кофе натуральный растворимый,100 гр.,2014,сентябрь,217.78
Чай черный байховый,100 гр.,2014,сентябрь,56.80
Вода минеральная,"0,5 л.",2014,сентябрь,13.78
Водка крепостью 40 градусов,"0,5 л.",2014,сентябрь,162.45
Коньяк отечественный,"0,5 л.",2014,сентябрь,345.33
Вино игристое отечественное,"0,7 л.",2014,сентябрь,176.81
Сигареты с фильтром,1 пачка,2014,сентябрь,28.23
